iter	Passed	Remaining
1659	84648	17337
1660	84690	17284
1661	84731	17231
1662	84781	17180
1663	84831	17129
1664	84879	17077
1665	84925	17025
1666	84976	16974
1667	85027	16924
1668	85073	16871
1669	85120	16820
1670	85162	16767
1671	85203	16714
1672	85241	16660
1673	85282	16608
1674	85330	16556
1675	85379	16505
1676	85421	16452
1677	85458	16399
1678	85500	16346
1679	85541	16293
1680	85578	16239
1681	85620	16187
1682	85662	16134
1683	85705	16082
1684	85744	16029
1685	85787	15977
1686	85832	15925
1687	85868	15871
1688	85903	15817
1689	85948	15765
1690	85989	15712
1691	86031	15660
1692	86076	15608
1693	86116	15555
1694	86153	15502
1695	86196	15450
1696	86237	15397
1697	86290	15347
1698	86334	15295
1699	86377	15243
1700	86420	15190
1701	86461	15138
1702	86503	15086
1703	86547	15034
1704	86585	14981
1705	86621	14927
1706	86663	14875
1707	86705	14823
1708	86744	14770
1709	86787	14718
1710	86829	14666
1711	86867	14613
1712	86909	14560
1713	86948	14508
1714	86989	14455
1715	87030	14403
1716	87071	14351
1717	87117	14299
1718	87167	14248
1719	87219	14198
1720	87274	14148
1721	87322	14097
1722	87372	14046
1723	87418	13995
1724	87464	13943
1725	87508	13891
1726	87552	13840
1727	87597	13788
1728	87647	13737
1729	87691	13685
1730	87733	13633
1731	87778	13582
1732	87823	13530
1733	87866	13478
1734	87908	13426
1735	87949	13374
1736	87992	13322
1737	88034	13270
1738	88077	13219
1739	88114	13166
1740	88153	13114
1741	88197	13062
1742	88240	13010
1743	88282	12958
1744	88323	12906
1745	88367	12855
1746	88416	12804
1747	88459	12752
1748	88502	12701
1749	88546	12649
1750	88591	12598
1751	88634	12546
1752	88676	12494
1753	88717	12442
1754	88756	12390
1755	88801	12339
1756	88838	12286
1757	88880	12234
1758	88921	12183
1759	88963	12131
1760	89006	12079
1761	89047	12027
1762	89089	11976
1763	89132	11924
1764	89176	11873
1765	89218	11821
1766	89262	11770
1767	89307	11719
1768	89350	11667
1769	89395	11616
1770	89443	11565
1771	89487	11514
1772	89528	11462
1773	89574	11411
1774	89619	11360
1775	89662	11308
1776	89709	11257
1777	89757	11207
1778	89804	11156
1779	89852	11105
1780	89898	11054
1781	89935	11002
1782	89977	10950
1783	90014	10898
1784	90051	10846
1785	90091	10794
1786	90137	10743
1787	90178	10692
1788	90221	10640
1789	90263	10589
1790	90309	10538
1791	90346	10486
1792	90386	10435
1793	90426	10383
1794	90472	10332
1795	90519	10281
1796	90564	10230
1797	90609	10179
1798	90655	10128
1799	90701	10077
1800	90744	10026
1801	90792	9976
1802	90838	9925
1803	90886	9874
1804	90933	9823
1805	90978	9772
1806	91022	9721
1807	91063	9670
1808	91104	9619
1809	91147	9567
1810	91191	9516
1811	91236	9466
1812	91281	9415
1813	91335	9365
1814	91386	9314
1815	91435	9264
1816	91485	9214
1817	91536	9163
1818	91583	9113
1819	91632	9062
1820	91676	9011
1821	91718	8960
1822	91757	8908
1823	91802	8858
1824	91850	8807
1825	91897	8756
1826	91944	8706
1827	91997	8656
1828	92049	8606
1829	92147	8560
1830	92203	8510
1831	92250	8459
1832	92293	8408
1833	92336	8357
1834	92381	8306
1835	92422	8255
1836	92473	8205
1837	92522	8154
1838	92564	8103
1839	92616	8053
1840	92665	8003
1841	92709	7952
1842	92749	7901
1843	92790	7849
1844	92832	7798
1845	92877	7748
1846	92913	7696
1847	92949	7645
1848	92990	7594
1849	93030	7543
1850	93072	7492
1851	93113	7441
1852	93155	7390
1853	93190	7338
1854	93231	7287
1855	93268	7236
1856	93303	7184
1857	93343	7133
1858	93386	7083
1859	93425	7032
1860	93463	6980
1861	93503	6929
1862	93540	6878
1863	93586	6828
1864	93635	6777
1865	93670	6726
1866	93715	6676
1867	93761	6625
1868	93803	6574
1869	93846	6524
1870	93890	6473
1871	93933	6422
1872	93973	6371
1873	94016	6321
1874	94059	6270
1875	94104	6220
1876	94144	6169
1877	94187	6118
1878	94222	6067
1879	94264	6016
1880	94307	5966
1881	94356	5916
1882	94402	5865
1883	94452	5815
1884	94504	5765
1885	94558	5715
1886	94605	5665
1887	94650	5614
1888	94696	5564
1889	94739	5513
1890	94785	5463
1891	94828	5413
1892	94876	5362
1893	94920	5312
1894	94963	5261
1895	95003	5211
1896	95047	5160
1897	95091	5110
1898	95134	5059
1899	95191	5010
1900	95245	4960
1901	95293	4909
1902	95344	4859
1903	95396	4809
1904	95449	4759
1905	95508	4710
1906	95572	4660
1907	95633	4611
1908	95685	4561
1909	95730	4510
1910	95780	4460
1911	95827	4410
1912	95878	4360
1913	95933	4310
1914	95990	4260
1915	96041	4210
1916	96090	4160
1917	96144	4110
1918	96201	4060
1919	96258	4010
1920	96320	3961
1921	96385	3911
1922	96440	3861
1923	96499	3811
1924	96565	3762
1925	96687	3714
1926	96752	3665
1927	96827	3615
1928	96896	3566
1929	96965	3516
1930	97034	3467
1931	97098	3417
1932	97165	3367
1933	97218	3317
1934	97271	3267
1935	97324	3217
1936	97382	3167
1937	97445	3117
1938	97497	3067
1939	97545	3016
1940	97591	2966
1941	97643	2916
1942	97696	2866
1943	97750	2815
1944	97804	2765
1945	97855	2715
1946	97909	2665
1947	97965	2615
1948	98014	2564
1949	98063	2514
1950	98116	2464
1951	98177	2414
1952	98232	2364
1953	98277	2313
1954	98321	2263
1955	98376	2212
1956	98428	2162
1957	98479	2112
1958	98527	2062
1959	98578	2011
1960	98622	1961
1961	98671	1911
1962	98720	1860
1963	98775	1810
1964	98825	1760
1965	98873	1709
1966	98923	1659
1967	98968	1609
1968	99020	1558
1969	99068	1508
1970	99117	1458
1971	99168	1408
1972	99222	1357
1973	99273	1307
1974	99333	1257
1975	99384	1207
1976	99436	1156
1977	99488	1106
1978	99543	1056
1979	99584	1005
1980	99634	955
1981	99682	905
1982	99733	854
1983	99784	804
1984	99843	754
1985	99896	704
1986	99956	653
1987	100014	603
1988	100062	553
1989	100109	503
1990	100156	452
1991	100198	402
1992	100244	352
1993	100303	301
1994	100368	251
1995	100435	201
1996	100495	150
1997	100553	100
1998	100616	50
1999	100683	0
