iter	Accuracy	MultiClass
193	0.6008856007	1.070298471
194	0.6019027261	1.068440072
195	0.6021107263	1.067983889
196	0.6026757473	1.066692922
197	0.6025163144	1.066034528
198	0.6024754775	1.065095315
199	0.6027895141	1.064523239
200	0.6027238305	1.06423277
201	0.6029977314	1.063675888
202	0.6035847218	1.062473563
203	0.6038687752	1.061933821
204	0.6041566333	1.06133608
205	0.6044711861	1.060829867
206	0.6048420355	1.060225504
207	0.6048052903	1.059659622
208	0.605341098	1.058870218
209	0.6054724772	1.057581902
210	0.6055893412	1.057219905
211	0.6058961437	1.056677291
212	0.6059303525	1.056258776
213	0.6066283812	1.054769265
214	0.6069187962	1.053905006
215	0.607519709	1.052502857
216	0.6080888883	1.05142411
217	0.6094051219	1.049364313
218	0.6095535095	1.04852554
219	0.6096379151	1.047914959
220	0.6101301887	1.046656111
221	0.6107143174	1.04543598
222	0.6108980955	1.04490441
223	0.6110812296	1.044250998
224	0.6114024431	1.043163749
225	0.6115147202	1.042774883
226	0.6122643125	1.041178686
227	0.612555455	1.040340953
228	0.6128143034	1.039877614
229	0.6129388367	1.039110014
230	0.6131309793	1.038661919
231	0.6134359579	1.038207672
232	0.6136885129	1.037359156
233	0.6140410414	1.036749778
234	0.6141143694	1.036280812
235	0.6144727751	1.035228405
236	0.6149748258	1.034666036
237	0.615011706	1.034097487
238	0.6153445654	1.033374187
239	0.6156819748	1.032934606
240	0.6162209872	1.03126648
241	0.6168349418	1.030196384
242	0.6169819702	1.029622905
243	0.6172676726	1.029123137
244	0.6176522804	1.028038638
245	0.6184797619	1.02726865
246	0.6187143165	1.026635502
247	0.6187915986	1.025893345
248	0.6189652732	1.02522705
249	0.6193769868	1.024837198
250	0.6198365277	1.023726031
251	0.6201188273	1.023235128
252	0.6206594808	1.021840659
253	0.6209532785	1.021072928
254	0.6210680625	1.020667252
255	0.6212326574	1.019793747
256	0.6218232458	1.018443068
257	0.6217155731	1.01748312
258	0.6220609928	1.016819618
259	0.6223194267	1.015867969
260	0.6228819893	1.014946807
261	0.6231188732	1.014402384
262	0.6233849849	1.013378185
263	0.6239476384	1.012140524
264	0.62402154	1.011592241
265	0.624024022	1.011324591
266	0.6242981336	1.010796759
267	0.6246583173	1.010078394
268	0.6252457526	1.009487212
269	0.6256993834	1.008006837
270	0.6259559277	1.007309188
271	0.6262838832	1.006603987
272	0.6271078953	1.005565605
273	0.6273849813	1.00488422
274	0.6274690251	1.004512376
275	0.6276302082	1.003622136
276	0.628049346	1.002820954
277	0.6283047436	1.002295361
278	0.6287972134	1.0015648
279	0.6292091776	1.001074168
280	0.6293696746	1.000342466
281	0.6297674388	0.9996637041
282	0.6299356941	0.9991949062
283	0.6300283569	0.9987828055
284	0.6301074374	0.9985071172
285	0.6305906264	0.9980028842
286	0.6308443671	0.9974023257
287	0.6308721257	0.9969348775
288	0.6311076381	0.9965282683
289	0.6313295387	0.9960112091
290	0.6315771456	0.9955895377
291	0.6319795274	0.9948504236
292	0.6319478889	0.9941504157
293	0.6320236307	0.9938005169
294	0.6323885779	0.9932607846
295	0.6325270999	0.9930632565
296	0.6326238181	0.9924569606
297	0.6328471452	0.9915793645
298	0.6330327954	0.9911509882
299	0.6332369819	0.9908259023
300	0.6333405145	0.9901869558
301	0.6335020158	0.9896989881
302	0.6337905774	0.989219706
303	0.6341165311	0.9886048609
304	0.6344100353	0.9881818654
305	0.6349007061	0.9872755964
306	0.6349925165	0.9869989345
307	0.6353176941	0.9862128212
308	0.6355555273	0.985771247
309	0.6357585722	0.9852551246
310	0.6357785338	0.9850041171
311	0.6360265779	0.9840979018
312	0.6363540028	0.9833292233
313	0.6366395363	0.9829043357
314	0.6370301245	0.9824169048
315	0.6374326316	0.9819075814
316	0.6376735122	0.9813274269
317	0.6376340866	0.9808245774
318	0.6377470122	0.9801699414
319	0.6382271042	0.9797874336
320	0.6389822858	0.9785935609
321	0.6391058424	0.9778720071
322	0.6393883721	0.9773414932
323	0.6396532972	0.9767622991
324	0.6396736103	0.9763124205
325	0.6396925557	0.9759504205
326	0.6397865069	0.9755624148
327	0.6401257055	0.9750009102
328	0.6403150921	0.9745825841
329	0.6405270464	0.9741415923
330	0.6404851893	0.9735921966
331	0.6406635925	0.9732663797
332	0.6406358767	0.9730324381
333	0.640825662	0.9727234787
334	0.6414057538	0.9718997137
335	0.6417721768	0.971199795
336	0.6417889449	0.9706257548
337	0.6417020743	0.970180392
338	0.6422816561	0.9689904054
339	0.6425438099	0.9684706074
340	0.6430367473	0.9678655005
341	0.643148166	0.9674707685
342	0.6433993694	0.9668882794
343	0.6437778908	0.9664212011
344	0.6441489448	0.9652776116
345	0.6441437355	0.9648578205
346	0.6444447527	0.9645293655
347	0.644609611	0.9640836244
348	0.6448182532	0.9637078509
349	0.6447645097	0.9634052093
350	0.645147043	0.9629960834
351	0.6451054343	0.9626599275
352	0.6451779875	0.9623889147
353	0.6453039501	0.9620784705
354	0.6456048933	0.9617567298
355	0.645916042	0.9614633229
356	0.6461553259	0.9611189854
357	0.6464607381	0.9608802345
358	0.6467092337	0.9605215971
359	0.6465472265	0.9603084051
360	0.6467025024	0.9600752285
361	0.6466835866	0.9597725861
362	0.6469381184	0.9594357324
363	0.6472358332	0.959003039
364	0.6473260116	0.958353564
365	0.6473602082	0.9579406345
366	0.6482829436	0.956942288
367	0.6483661862	0.9563175084
368	0.6487184805	0.9558612407
369	0.6487073354	0.9555135136
370	0.6489454903	0.9549588669
371	0.6492228106	0.954450231
372	0.6492776916	0.9540566422
373	0.6494557167	0.9537857631
374	0.6494162644	0.9534095415
375	0.6498712383	0.9531071511
376	0.6499868243	0.9526630143
377	0.6500669654	0.9524258736
378	0.6501858665	0.9521421981
379	0.6502900414	0.95177857
380	0.6505083976	0.9509135927
381	0.6506206077	0.9504578866
382	0.6507606374	0.95018434
383	0.6509427568	0.9498162097
384	0.6508826002	0.9496556797
385	0.6511304469	0.949304074
386	0.6513448163	0.9488612025
387	0.6514206624	0.9484014689
388	0.6514238202	0.9480131766
389	0.6518954867	0.9476700854
390	0.6522859966	0.9470236382
391	0.6523669242	0.9465182486
392	0.6524004387	0.9462304764
393	0.6527760245	0.9458197859
394	0.6528122722	0.9454243876
395	0.653154055	0.9450943284
396	0.653271319	0.9448243422
397	0.6532493123	0.9446360798
398	0.6536927507	0.94378573
399	0.6541949053	0.9432618591
400	0.654206372	0.9428985422
401	0.654211794	0.9426350902
402	0.6542245809	0.9423634784
403	0.6544733372	0.942075117
404	0.6546105585	0.9418457357
405	0.6548952673	0.9411137897
406	0.6550393516	0.941015707
407	0.655310117	0.9405395487
408	0.6552795358	0.9402943099
409	0.6553583662	0.940017128
410	0.6555361411	0.9391636803
411	0.6558284095	0.9385313111
412	0.655785562	0.9381866384
413	0.6559206827	0.9378794159
414	0.6559257288	0.9376470755
415	0.6559770907	0.9373856536
416	0.656237969	0.9369279224
417	0.6564790469	0.9365792268
418	0.6565726568	0.9362833043
419	0.6567938354	0.9359075858
420	0.6568460567	0.9356201081
421	0.6569562656	0.9355037552
422	0.6574221504	0.9350061279
423	0.6576982198	0.934714089
424	0.6577091138	0.9345009345
425	0.6578535839	0.934152301
426	0.6581263368	0.9339197725
427	0.6582784997	0.9336319826
428	0.6583066029	0.9332826147
429	0.6583090253	0.9327935074
430	0.6585745364	0.9323596611
431	0.6587807753	0.931972207
432	0.6593550159	0.931644826
433	0.6595408429	0.9313292648
434	0.6595075503	0.9308969431
435	0.6597289832	0.9305459486
436	0.659825927	0.9302239902
437	0.659964417	0.9298344901
438	0.6600250305	0.9295997266
439	0.6600984069	0.929202816
440	0.6602420895	0.928976813
441	0.6603807501	0.9287948581
442	0.6606583533	0.928537609
443	0.6606106122	0.9281932291
444	0.6609917368	0.927732319
445	0.6609253266	0.9274258967
446	0.6612881924	0.9271133947
447	0.6612622235	0.9267890611
448	0.6613723431	0.9264383857
449	0.6616199204	0.9261539302
450	0.6618491294	0.925784217
451	0.6621162765	0.925297643
452	0.6623748232	0.9249233447
453	0.6622501149	0.924559457
454	0.6626762991	0.9241536978
455	0.6626894716	0.9239759824
456	0.6627229864	0.9236993048
457	0.6627898616	0.9233826037
458	0.6628816765	0.9230513969
459	0.6632904617	0.9227896305
460	0.6636040295	0.9224919799
461	0.6637176934	0.9222456396
462	0.6640562631	0.9217711962
463	0.6641297819	0.921504987
464	0.664188665	0.9212105905
465	0.6643918497	0.9209357381
466	0.6643842143	0.9208628225
467	0.6645062362	0.9205101257
468	0.6648539656	0.9199829678
469	0.6649649258	0.9197128228
470	0.6651599255	0.9193096255
471	0.6656334839	0.9189287543
472	0.665545491	0.9187112994
